GTIN Code;GTIN Name;Segmentation (GPC);GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code
0036200154960;Meal Starters Chicken Margherita;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200154960.jpg;;;;;;;;;;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;737.0;26.0;;;;;GS1 US;US
0036200211106;Skillet Meal For 2 Chicken Alla Vodka & Farfalle;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200211106.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200212158;Home Menu Pork & Leek Dumplings;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200212158.jpg;;;;;;;;;;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;12.5;;;;;GS1 US;US
0036200219171;Sauce Mushroom And Roasted Garlic;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219171.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;680.0;24.0;;;;;GS1 US;US
0036200219188;Sauce Mediterranean Olive With Sundried Tomatoes;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219188.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;680.0;24.0;;;;;GS1 US;US
0036200219201;Sauce Flavored With Italian Sausage Garlic & Romano;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219201.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;;;;;;GS1 US;US
0036200219317;Sauce Tomato & Basil;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219317.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200219324;Vineyard Premium Collections Sauce;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219324.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200219331;Sauce Olive Oil & Garlic;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219331.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200219348;Sauce Vodka;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200219348.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200230428;Pasta Sauce;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200230428.jpg;QEL52R;Ragù;http://product.okfn.org.s3.amazonaws.com/images/brand/QEL52R.jpg;http://www.ragu.com;;;;;;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;383.0;13.5;;;;;GS1 US;US
0036200256916;Garlic Shrimp Penne & Cherry Tomatoes;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200256916.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;;24.0;;;;;GS1 US;US
0036200256930;Chicken Rigatoni & Broccoli;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036200256930.jpg;8E39AN;Bertolli;http://product.okfn.org.s3.amazonaws.com/images/brand/8E39AN.jpg;http://www.bertolli.com;Unilever;000002;http://www.unilever.com;http://en.wikipedia.org/wiki/Unilever;http://product.okfn.org.s3.amazonaws.com/images/group/000002.jpg;0036200;0041000000003;Lipton;US;Lisle;60532;2200 Cabot Drive, Suite 200;;IL;;0;1;;;680.0;24.0;;;;;GS1 US;US
0036217070291;Quiche Spinach;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036217070291.jpg;;;;;;;;;;0036217;0036217000007;Hans Kissle Co., Inc.;US;Haverhill;01830;9 Creek Brook Drive;;MA;;0;1;;;340.0;12.0;;;;;GS1 US;US
0036217070369;Broccoli Quiche 24;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036217070369.jpg;;;;;;;;;;0036217;0036217000007;Hans Kissle Co., Inc.;US;Haverhill;01830;9 Creek Brook Drive;;MA;;0;1;;;;;;;;;GS1 US;US
0036232091509;Pecans Raw Medium Pieces Package Pack 30 lb;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036232091509.jpg;;;;;;;;;;0036232;0036232000006;Hickory Harvest Foods;US;Akron;44312-4724;900  Killian Road;;OH;;0;1;;;;;;;;;GS1 US;US
0036232095200;Corn Nuts Package Pack 25 lb;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036232095200.jpg;;;;;;;;;;0036232;0036232000006;Hickory Harvest Foods;US;Akron;44312-4724;900  Killian Road;;OH;;0;1;;;;;;;;;GS1 US;US
0036239052114;Litter Box Wipes 40 wipes;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239052114.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;;;;;GS1 US;US
0036239052121;Kitty Ear Wipes 40 wipes;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239052121.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;;;;;GS1 US;US
0036239053173;Tooth Wipes 40 wipes;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053173.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;;;;;GS1 US;US
0036239053180;Ear Wipes 30 wipes;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053180.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;;;;;GS1 US;US
0036239053272;Cage & Kennel Cleaner 40 wipes;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053272.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;;;;;GS1 US;US
0036239053630;Spa Shampoo;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053630.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;250.0;8.4;;;GS1 US;US
0036239053654;Waterless Spa Shampoo;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053654.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;250.0;8.4;;;GS1 US;US
0036239053661;Waterless Spa Shampoo;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053661.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;250.0;8.4;;;GS1 US;US
0036239053678;Waterless Spa Shampoo;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239053678.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;250.0;8.4;;;GS1 US;US
0036239061048;Diaper Rash Spray;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036239061048.jpg;;;;;;;;;;0036239;0036239000009;Petkin Inc.;US;Marina Del Rey;90292;4052 Del Rey Ave Ste 105;;CA;;0;1;;;;;73.0;2.5;;;GS1 US;US
0036241046859;Professional Brand Ii Disinfectant Basin Tub & Tile Cleaner;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036241046859.jpg;62BMLN;Lysol;http://product.okfn.org.s3.amazonaws.com/images/brand/62BMLN.jpg;http://www.lysol.com;;;;;;0036241;0319200000001;Reckitt Benckiser, Inc.;US;Parsippany;07054-0225;399 Interpace Parkway;;NJ;;0;1;;;;;946.0;32.0;;;GS1 US;US
0036241742973;Triple Action Floor Cleaner Bottles 6 Carton;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036241742973.jpg;;;;;;;;;;0036241;0319200000001;Reckitt Benckiser, Inc.;US;Parsippany;07054-0225;399 Interpace Parkway;;NJ;;0;1;;;;64.0;;;;;GS1 US;US
0036241743895;Professional No Rinse Sanitizer Concentrate;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036241743895.jpg;62BMLN;Lysol;http://product.okfn.org.s3.amazonaws.com/images/brand/62BMLN.jpg;http://www.lysol.com;;;;;;0036241;0319200000001;Reckitt Benckiser, Inc.;US;Parsippany;07054-0225;399 Interpace Parkway;;NJ;;0;1;;;;;;128.0;;;GS1 US;US
0036241749835;Professional Quaternary Disinfectant Cleaner Concentrate;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036241749835.jpg;62BMLN;Lysol;http://product.okfn.org.s3.amazonaws.com/images/brand/62BMLN.jpg;http://www.lysol.com;;;;;;0036241;0319200000001;Reckitt Benckiser, Inc.;US;Parsippany;07054-0225;399 Interpace Parkway;;NJ;;0;1;;;;;;128.0;;;GS1 US;US
0036241751166;Professional Easy Off Glass Cleaner Concentrate;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036241751166.jpg;;;;;;;;;;0036241;0319200000001;Reckitt Benckiser, Inc.;US;Parsippany;07054-0225;399 Interpace Parkway;;NJ;;0;1;;;;;;;;;GS1 US;US
0036269920025;Ultrasonic Dog Deterrent And Training Device;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036269920025.jpg;;;;;;;;;;0036269;0036269000000;K-Ii Enterprises;US;Camillus;13031;PO Box 306;;NY;;0;1;;;;;;;;;GS1 US;US
0036276442107;Candy & Jewelry Toys;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036276442107.jpg;6K6A8I;SilverPeak;http://product.okfn.org.s3.amazonaws.com/images/brand/6K6A8I.jpg;;;;;;;0036276;0036276000000;Tyll Industries, Ltd.;US;Mt. Clemens;48043;c/o 39649 Moravian;;MI;;0;1;;;28.35;1.5;;;;;GS1 US;US
0036339585055;Karcher K55 4.8V Cordless Electric Broom;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036339585055.jpg;;;;;;;;;;0036339;0036339000008;Karcher North America Inc.;US;Englewood;80121;750 W Hampden Ave Ste 400;;CO;;0;1;;;;;;;;;GS1 US;US
0036341795053;Hollywood For Men Eau De Toilette Spray;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036341795053.jpg;;;;;;;;;;0036341;0036341000003;Beach Haven Food Inc.;US;Philadelphia;19128;5830 Henry Avenue;;PA;;0;1;;;;;50.0;;;;GS1 US;US
0036348031420;Critter Ridder Animal Repellent 2.2 lb;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036348031420.jpg;;;;;;;;;;0036348;0072868000010;Woodstream Corporation;US;Lititz;17543;69 N Locust St;;PA;;0;1;;;;;;;;;GS1 US;US
0036348052500;Coropration 5250 Havahart Electronic Repellent Fr Deer;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036348052500.jpg;;;;;;;;;;0036348;0072868000010;Woodstream Corporation;US;Lititz;17543;69 N Locust St;;PA;;0;1;;;;;;;;;GS1 US;US
0036348700012;Havahart 5266 Spray Away Motion Activated Sprinkler Animal Repellent 2.0;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036348700012.jpg;;;;;;;;;;0036348;0072868000010;Woodstream Corporation;US;Lititz;17543;69 N Locust St;;PA;;0;1;;;;;;;;;GS1 US;US
0036351868013;Hydrazone Eye Contour Serum Cream Eye Care;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036351868013.jpg;EZBVTW;Guinot;http://product.okfn.org.s3.amazonaws.com/images/brand/EZBVTW.jpg;http://www.guinot.com;;;;;;0036351;0036351000000;Modern Mouldings, Inc.;US;Huntington;46750-9305;565 E MARKLE RD;;IN;;0;1;;;;;15.0;0.5;;;GS1 US;US
0036382400381;Lanacane Anti-bacterial First Aid Spray Aerosol;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036382400381.jpg;;;;;;;;;;0036382;0036382000000;Pederson's Fryer Farms;US;Tacoma;98404-0183;2901 East 72nd Street;;WA;;0;1;;;;3.5;;;;;GS1 US;US
0036383008531;Thorlo Thick Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383008531.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383008555;Thorlo Thick Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383008555.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383008586;Thorlo Thick Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383008586.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383008753;Thorlo Thin Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383008753.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383008760;Thorlo Thin Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383008760.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383018936;Thorlo Thick Cushion Hiking Crew Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383018936.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383020472;Thorlo Moderate Cushion Light Hiking Mini -Crew Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383020472.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383023961;Thorlo Moderate Cushion Light Hiking Mini-Crew Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383023961.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383026085;Thorlo Womens Thick Cushion Hiking Crew Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383026085.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383060720;Thorlo Thick Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383060720.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383060744;Thorlo Thick Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383060744.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383060775;Thorlo Thin Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383060775.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0036383060799;Thorlo Thin Cushion Ski Over-Calf Sock;Clothing;67000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0036383060799.jpg;MFAJ75;Thorlo;http://product.okfn.org.s3.amazonaws.com/images/brand/MFAJ75.jpg;http://www.thorlo.com;;;;;;0036383;0036383000009;Thorlo, Inc.;US;Statesville;28687;P.O. Box 5399;;NC;;0;1;;;;;;;;;GS1 US;US
0007015439306;Cool Water Wave Eau De Toilette Spray;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007015439306.jpg;VMFHU4;Davidoff;http://product.okfn.org.s3.amazonaws.com/images/brand/VMFHU4.jpg;http://www.zinodavidoff.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0007015;;;;;;;;;;2;1;;;;;30.0;;;;GS1 US;US
0007022101111;Swiss Milk Chocolate With Honey & Almond Nougat;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007022101111.jpg;N1UMIF;Toblerone;http://product.okfn.org.s3.amazonaws.com/images/brand/N1UMIF.jpg;http://www.toblerone.com;Kraft Foods;000003;http://www.kraftfoodscompany.com;http://en.wikipedia.org/wiki/Kraft_Foods;http://product.okfn.org.s3.amazonaws.com/images/group/000003.jpg;0007022;;;;;;;;;;2;1;;;;3.5;;;;;GS1 US;US
0007033981702;Teint Parfait Complexion Enhancer Oil Free No. 19;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007033981702.jpg;ZG5JZ4;Yves Saint Laurent Beauté;http://product.okfn.org.s3.amazonaws.com/images/brand/ZG5JZ4.jpg;http://www.ysl.com;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007033;;;;;;;;;;2;1;;;;;30.0;;;;GS1 US;US
0007036322465;Clip-On Dust Mop Frame, 24w x 5d, Black;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007036322465.jpg;;;;;;;;;;0007036;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007124901732;L'or al True Match Super Blendable Concealer Light Medium Cool;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007124901732.jpg;A2MHI8;L'Oréal Paris;http://product.okfn.org.s3.amazonaws.com/images/brand/A2MHI8.jpg;http://www.loreal-paris.fr;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007124;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007124910727;L'or al Pro Manicure Nail Polish Chicklette;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007124910727.jpg;A2MHI8;L'Oréal Paris;http://product.okfn.org.s3.amazonaws.com/images/brand/A2MHI8.jpg;http://www.loreal-paris.fr;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007124;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007124910741;L'or al Pro Manicure Nail Polish Party Hop;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007124910741.jpg;A2MHI8;L'Oréal Paris;http://product.okfn.org.s3.amazonaws.com/images/brand/A2MHI8.jpg;http://www.loreal-paris.fr;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007124;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007124912349;L'or al Bare Naturale Gentle Mineral Blush Shimmering Bronze;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007124912349.jpg;A2MHI8;L'Oréal Paris;http://product.okfn.org.s3.amazonaws.com/images/brand/A2MHI8.jpg;http://www.loreal-paris.fr;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007124;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007124986401;L'or al Lash Out Lengthening And Separating Mascara Black;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007124986401.jpg;A2MHI8;L'Oréal Paris;http://product.okfn.org.s3.amazonaws.com/images/brand/A2MHI8.jpg;http://www.loreal-paris.fr;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007124;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007218056690;;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007218056690.jpg;;;;;;;;;;0007218;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
